Name ;Site;Site_number;region;NPP_july2016;NPP_july2017;NPP_july2018;NPP_july2019;NPP;Temperature;mean;q95;vci;D6;D9;Hskew;H30;hqa;g;AGB;forestType;species;productivityCategory;standAge;disturbanceType;disturbanceYearInsectOutbreak;disturbanceYearFire;disturbanceArea;clearCutting;SeedTreesHeight;logging;retentionRate;commercialSpecies;planting;plantedSpecies;thinning;standCleansing;soilPreparation;fires;mooseDensity;mooseDensityUnit;unity;control;wolfDensity;wolfDensityUnit;otherUngulates;densityUngulates;lidarYear;pointDensity;ALSplatform;sourceOrganisation;sourceProject;repeatedLidar
34_notodden6;notodden6;34;Telemark;40;51;86;51;5.7;4.49221849441528;0.6119537591907859;3.7;0.3261602160100707;0.03561562327340728;0.015385269242211739;1.7552406295479597;1.21;1.5906499294080907;7.62011828535119;4.712423990187368;Mixed;Picea abies. Pinus sylvestris. Betula pubescens;Low;18;Logging/cutting;NA;NA;0;2003;10;NA;NA;Picea abies. Pinus sylvestris;No;NA;No;No;NA;NA;45.75;0.7592353716772666;individuals/km^34;Human hunting;0;NA;Red deer. roe deer;11.11;2017;2;Fixed wing airplane (manned);Kartverket;NDH Lifjell-Mælefjell-Sauherad-Notodden 2pkt 2017 (LACH0009);2008
35_fritsoe1;fritsoe1;35;Telemark;56;65;103;58;7.05;4.39140605926514;0.8226793433615687;6.58;0.2104087847697674;0.029680703502700082;0.009628721871338728;0.9912479520406207;1.84;2.809722777715737;9.534432589718719;1.8730644213331373;Mixed;Picea abies. Pinus sylvestris. Betula pubescens;High;12;Logging/cutting;NA;NA;8.07449199472442;2009;10;NA;NA;Picea abies. Pinus sylvestris;No;NA;No;No;NA;NA;45.55;0.7065767082898309;individuals/km^35;Human hunting;0;NA;Red deer. roe deer;11.08;2017;2;Fixed wing airplane (manned);Kartverket;NDH Lardal-Tjøme 2pkt 2017 (LACH0001);NA
37_fritsoe2;fritsoe2;37;Telemark;67;73;107;64;7.775;4.39140605926514;0.7808590514252758;5.72;0.21357408760760652;0.032461144188348674;0.011972232846480938;1.2053484198066622;1.72;2.4249520902371144;8.677609467509045;2.7966241556335856;Mixed;Picea abies. Pinus sylvestris. Betula pubescens;Low;21;Logging/cutting;NA;NA;NA;2000;10;NA;NA;Picea abies. Pinus sylvestris;No;NA;No;No;NA;NA;34.25;0.7537191711465939;individuals/km^36;Human hunting;0;NA;Red deer. roe deer;16.34;2017;5;Fixed wing airplane (manned);Kartverket;NDH Tokke 5pkt 2017 (LACH0009);2011
38_kviteseid;Kviteseid;38;Telemark;41;47;85;40;5.325;4.0856351852417;1.0902706907025232;7.74;0.28580107412362493;0.03743494393275214;0.015982859675909965;1.1970478338799098;1.6400000000000001;3.2147205213424606;17.603973434911286;3.5841312668747336;Mixed;Picea abies. Pinus sylvestris. Betula pubescens;Low;17;Logging/cutting;NA;NA;NA;2004;10;NA;NA;Picea abies. Pinus sylvestris;No;NA;No;No;NA;NA;34.25;0.5683896951347851;individuals/km^37;Human hunting;0;NA;Red deer. roe deer;16.34;2017;5;Fixed wing airplane (manned);Kartverket;NDH Tokke 5pkt 2017 (LACH0009);2011
39_fyresdal;fyresdal;39;Telemark;32;40.5;81;39;5.06666666666667;3.84272909164429;0.5323013110068955;3.7750000000000004;0.16832175616220668;0.023036127015181596;0.007854532899847513;1.1905541412965914;1.58;1.9391595968547868;8.118595436535045;1.5420189967037523;Mixed;Picea abies. Pinus sylvestris. Betula pubescens;Low;14;Logging/cutting;NA;NA;2.93724069442525;2007;10;NA;NA;Picea abies. Pinus sylvestris;No;NA;No;No;NA;NA;23.22;0.3854022746487629;individuals/km^38;Human hunting;0;NA;Red deer. roe deer;3.61;2014;2;Fixed wing airplane (manned);Kartverket;Fyresdal 2pkt 2014 (LACHTE42);NA
40_kviteseid;kviteseid;40;Telemark;45;52;95;46;5.95;4.04815626144409;1.2637869602032177;8.627999999999993;0.3364471746458874;0.05249788314987299;0.01852667231160034;1.2866641898414197;1.67;3.312135058931456;15.366668007562653;5.6391173261456204;Mixed;Picea abies. Pinus sylvestris. Betula pubescens;Low;16;Logging/cutting;NA;NA;0;2005;10;NA;NA;Picea abies. Pinus sylvestris;No;NA;No;No;NA;NA;34.25;0.5683896951347851;individuals/km^39;Human hunting;0;NA;Red deer. roe deer;16.34;2017;5;Fixed wing airplane (manned);Kartverket;NDH Kviteseid 5pkt 2017 (LACH0009);2011
41_n_cappelen2;n_cappelen2;41;Telemark;63;71;106;67;7.675;5.7796459197998;1.8915243047241133;12.72;0.4527715045641214;0.0612749290185749;0.030436493004481237;1.4508666631215645;1.12;4.527577395715833;19.774689887966204;7.926713814443299;Mixed;Picea abies. Pinus sylvestris. Betula pubescens;Medium;15;Logging/cutting;NA;NA;0;2006;10;NA;NA;Picea abies. Pinus sylvestris;No;NA;No;No;NA;NA;30.19;0.5009741831204026;individuals/km^40;Human hunting;0;NA;Red deer. roe deer;43.31;2016;2;Fixed wing airplane (manned);Kartverket;NDH Skien-Nome-Drangedal-Sauherad 2pkt 2016 (LACH0009);2010
42_n_cappelen1;n_cappelen1;42;Telemark;58;67;95;64;7.1;6.43944787979126;0.31921946523643935;0.55;0.1087206024847816;0.01683660438891181;0.004813264965324846;0.27953392720958203;3.0500000000000003;1.4279135682545818;3.7231580430276323;0.41529054415495814;Mixed;Picea abies. Pinus sylvestris. Betula pubescens;Low;15;Logging/cutting;NA;NA;0;2006;10;NA;NA;Picea abies. Pinus sylvestris;No;NA;No;No;NA;NA;36.73;0.6095768415543827;individuals/km^41;Human hunting;0;NA;Red deer. roe deer;34.12;2016;2;Fixed wing airplane (manned);Kartverket;NDH Skien-Nome-Drangedal-Sauherad 2pkt 2016 (LACH0009);NA
43_drangedal;drangedal1;43;Telemark;62;72;101;67;7.55;6.19210433959961;0.5732229149967026;2.61;0.21516662454958715;0.019699979071980542;0.010744366216648437;2.04758810903644;0.9;2.1101832781111707;4.929806539976032;2.5656669587815277;Mixed;Picea abies. Pinus sylvestris. Betula pubescens;Medium;16;Logging/cutting;NA;NA;0;2005;10;NA;NA;Picea abies. Pinus sylvestris;No;NA;No;No;NA;NA;27.01;0.4481778233678299;individuals/km^42;Human hunting;0;NA;Red deer. roe deer;14.87;2016;2;Fixed wing airplane (manned);Kartverket;NDH Skien-Nome-Drangedal-Sauherad 2pkt 2016 (LACH0009);2010
44_drangedal;drangedal3;44;Telemark;54;64;97;60;6.875;5.05056785;0.6568525073746313;5.3100000000000005;0.21415715544614491;0.03259587020648968;0.009397387273493468;0.6853272157949605;3.38;2.048829252613124;10.571112006446414;2.069305442398323;Mixed;Picea abies. Pinus sylvestris. Betula pubescens;Low;14;Logging/cutting;NA;NA;0;2007;10;NA;NA;Picea abies. Pinus sylvestris;No;NA;No;No;NA;NA;27.01;0.4481778233678299;individuals/km^43;Human hunting;0;NA;Red deer. roe deer;14.87;2016;2;Fixed wing airplane (manned);Kartverket;NDH Drangedal 2pkt 2016 (LACH0009);2010
45_drangedal4;drangedal4;45;Telemark;54;67;96;57;6.85;4.52582311630249;1.3828734113328744;9.86;0.35785639399721225;0.06514338150952054;0.021564579031888048;0.8688539542104579;1.24;3.5448582225960674;19.41835260115607;3.7374317860523814;Mixed;Picea abies. Pinus sylvestris. Betula pubescens;Medium;14;Logging/cutting;NA;NA;0;2007;10;NA;NA;Picea abies. Pinus sylvestris;No;NA;No;No;NA;NA;27.01;0.4481778233678299;individuals/km^44;Human hunting;0;NA;Red deer. roe deer;14.87;2016;2;Fixed wing airplane (manned);Kartverket;NDH Drangedal 2pkt 2016 (LACH0009);2010
